1:-114.62189887498066 2:5.233434006994958 3:3.636640949116457 4:3.6385301907812346 5:3.6713609121842814 6:1.5394380908151954 7:1.2344398754107901 8:-1.2502675821482385 9:-1.8582039455754953 10:-1.7849528274184117 11:0.10313868472979904 12:0.5935095081743458 
1:-94.76226198348724 2:5.954773279169819 3:-15.720834890999466 4:0.652009729006398 5:9.847633554525185 6:3.5421722885098434 7:-7.232046706646436 8:-4.809359346548984 9:6.3228512652816296 10:1.1352217424215008 11:-2.3212376548725215 12:0.2962134646843202 
1:-92.90895676105421 2:4.894385427301753 3:-13.147465222983936 4:1.0961477390926078 5:11.642299770135722 6:6.300882047740871 7:-8.696012354082606 8:-3.911768445588584 9:8.48695080984166 10:0.29860780359086814 11:-6.461752797554564 12:-1.7456285278468822 
1:-93.3431764582697 2:2.3948374884954227 3:-16.60111001580213 4:-0.4862972485389401 5:7.40850958476593 6:5.901515854350185 7:-6.132784640440024 8:-2.2430791215310366 9:10.803561926979002 10:1.400744686549786 11:-5.46371724513605 12:-0.24056055459472248 
1:-92.82271594676976 2:6.088490988809198 3:-14.00605428624385 4:-0.8402799350226302 5:7.846719519664992 6:3.3522632846562708 7:-6.640873462305006 8:-3.333841304028899 9:7.8181963543279895 10:0.8303171999440093 11:-5.846497367499213 12:-2.6346523663210166 
1:-91.94404977596433 2:5.64421776894239 3:-17.626861855454713 4:0.04544395771502696 5:6.6437747683594015 6:6.675215263449286 7:-5.557875039621868 8:-2.628130432931587 9:7.466737322708014 10:-1.0701384141880306 11:-4.5573659828742805 12:-0.7952011232067009 
1:-88.36250960410221 2:2.092134831910551 3:-17.62272350393337 4:-4.253750693833084 5:7.062209150749037 6:1.9004341510421812 7:-6.573722697407933 8:-2.8114131529053785 9:7.000755229219175 10:1.189376825817635 11:-4.507182737744849 12:-1.2512461197437936 
1:-87.32927417864633 2:1.642822553488625 3:-17.654631073149996 4:-2.4344509597701003 5:7.013269055775133 6:1.6021319270588967 7:-7.659338352930078 8:-4.314406258722254 9:5.847334610675541 10:1.5846658987164175 11:-3.9695506079632956 12:0.2831189076605116 
1:-88.14543746309657 2:5.661621439175221 3:-14.302881808416378 4:-0.5124360876271186 5:5.116696318245683 6:0.9152589097429726 7:-10.002998759101407 8:-3.890804004046451 9:9.10354810104465 10:0.41851770958018886 11:-6.299167311131971 12:-3.5266576034256314 
1:-82.44799889377197 2:-1.768316503388995 3:-14.567890524112386 4:-1.6875477891439323 5:9.266408120583554 6:4.872374850928994 7:-3.469352656948426 8:-1.3729288767321797 9:4.608714602294773 10:0.21856423955041304 11:-5.468182340579935 12:-3.340161175036915 
1:-86.08189810674135 2:7.244357643655833 3:-17.789422979478605 4:-0.347834861864071 5:5.9366016807676285 6:1.818622788250043 7:-8.331219670947096 8:-6.91695150206346 9:5.707193906251974 10:-0.5152143452227751 11:-5.592633138758151 12:-3.5829946116406948 
1:-83.50204401808875 2:1.1674471447164194 3:-15.924316376211895 4:-2.024533283622997 5:9.104906762236952 6:4.262079637973585 7:-5.992217374139642 8:-4.771210471694541 9:5.3945583372807455 10:2.6100451750016544 11:-6.265588818198436 12:-4.790101664930777 
1:-85.94166280829391 2:2.2391259293418564 3:-18.093550421912056 4:-4.428487831854081 5:7.661062544889915 6:4.10931950602845 7:-6.661230153918845 8:-4.1352077731009524 9:8.469852271891467 10:2.3945458611723556 11:-5.187933058869793 12:-0.7489611208782674 
1:-88.79733353087073 2:-1.2376859565032623 3:-17.16699783346731 4:-1.6770280128846213 5:9.214364847573721 6:5.004144672937565 7:-5.00013904022513 8:-4.039950107591322 9:7.639900759300658 10:3.9312755049891983 11:-4.635125978048523 12:-1.5566595541927097 
1:-89.39303706905223 2:0.16485283921599692 3:-17.56807953862885 4:-2.075461560057472 5:9.539300012764144 6:3.777903186533331 7:-8.727627759975766 8:-3.6506235489943855 9:7.698331169443305 10:3.3263702031276527 11:-3.921100361414385 12:-2.2004263991164783 
1:-95.41177495357245 2:4.299112953846715 3:-20.88553814714556 4:-4.588953306404305 5:4.486671073562013 6:5.66765900405396 7:-8.008186340818986 8:-7.346783301391849 9:7.8361355017487675 10:3.19420581475374 11:-0.6637291084351253 12:-2.4733822066637634 
1:-93.92917333466987 2:2.285466070547706 3:-18.839319065316023 4:-2.5525468270815 5:7.612415569841784 6:6.801863580074922 7:-3.2655031760308564 8:-2.5032901981598705 9:9.300394109160298 10:4.260119709316943 11:-0.07741058061221251 12:-1.1498690899811743 
1:-85.63482330702156 2:2.057975190549383 3:-17.140714868538566 4:-0.5853018904580045 5:9.219778172754605 6:5.647668492480026 7:-5.916416687762604 8:-2.687174642274393 9:9.349406480981024 10:5.326621109944831 11:-1.390328224416393 12:-0.6960343177641968 
1:-80.0071728986983 2:-1.6896556671993856 3:-15.549606340614993 4:-1.9192721952403002 5:11.213678165396193 6:5.1043057540389825 7:-6.050481491518083 8:-3.815691188725163 9:5.563875597868976 10:4.422321506018892 11:-1.883954941128724 12:-2.460296844698269 
1:-76.70397134810815 2:-2.0794323604898444 3:-17.233862459503175 4:-4.251620494058084 5:8.779174336971852 6:4.67031019110387 7:-4.945381733201351 8:-2.5878885763924275 9:6.622785186358131 10:4.394835036844148 11:-3.299513463232932 12:-3.556323797830272 
1:-67.96236950883645 2:-1.5896700643547104 3:-15.729302722692683 4:-2.732229139308733 5:10.113154450284393 6:4.203022317222791 7:-4.92824606266923 8:-3.0290597918293463 9:5.470024011443337 10:4.308045614287725 11:-2.521909776957279 12:-2.5273438083676267 
1:-74.1205339309819 2:5.981739316390064 3:-19.10393277366781 4:-1.9955913632033409 5:9.187112417828168 6:3.7734444962777527 7:-6.879911586746978 8:-5.276354683909131 9:6.846223034536073 10:5.128613884420108 11:-2.8446161147169566 12:-2.9081483850629612 
1:-75.29948876299356 2:2.4864141750144624 3:-15.494732582002598 4:-4.2520808100893355 5:10.475121330096233 6:6.200831145235014 7:-7.142416105112997 8:-5.947902599432199 9:5.709609396639556 10:4.897182450320896 11:-4.114189360706751 12:-4.613268215145016 
1:-90.26189210051177 2:5.2368224649308175 3:-19.283061353220983 4:-0.3017693387060296 5:12.369219598111842 6:6.325492930725769 7:-8.022386377327663 8:-9.468597920589001 9:8.83124398741736 10:4.4205117334690005 11:-0.7397394040726386 12:-2.81217717349345 
1:-79.062266675618 2:0.4721682392362063 3:-16.73693163517005 4:-3.05419854071258 5:9.710584742335367 6:3.132869323248955 7:-9.403646491324835 8:-5.522708661271805 9:8.424136132343095 10:7.47106974129712 11:-1.6286041878080124 12:-3.661229157379626 
1:-79.3250470261448 2:9.713822730367006 3:-20.191076842859793 4:-1.7356694237858044 5:8.186861587171684 6:6.200678974745844 7:-8.457975226111344 8:-6.226636909966449 9:5.289061290062256 10:4.93002050253998 11:-2.9355400850815077 12:-5.777850291052172 
1:-69.23428019626589 2:-3.1059430221595825 3:-14.952118517495416 4:-2.238066512431486 5:11.246769862470227 6:4.45657841408267 7:-7.719728707810601 8:-6.2428393822664 9:5.4036326330177555 10:6.68270654828954 11:-2.1849612256592903 12:-5.764723598235089 
1:-79.7051765618602 2:8.76997292476761 3:-18.64853724357627 4:-1.9257493821956713 5:9.52642551905546 6:5.888825736592242 7:-6.788426844344283 8:-5.158970501659299 9:7.360630481304666 10:4.73412749466499 11:-2.835130046206837 12:-5.920175792118739 
1:-79.98371524536951 2:-0.38662539195157963 3:-16.039567995380263 4:-1.1847413911215408 5:11.647537830373865 6:6.718161732384422 7:-6.434384168287357 8:-6.313043501269092 9:7.439328607157469 10:7.854643187921495 11:-1.711131634512426 12:-4.573182719258835 
1:-85.23014456093951 2:5.953031794340025 3:-15.473725379270572 4:-1.9868108241089488 5:11.84265098963632 6:8.288284914170807 7:-9.142290020995048 8:-8.80211258565172 9:6.568736247078518 10:6.340774218701824 11:-2.599477514747327 12:-5.066509503642797 
1:-86.16712717596405 2:10.684180805597087 3:-18.141121211281973 4:-1.938468010291925 5:6.948945989400163 6:7.625737731424641 7:-8.292234646026738 8:-10.743748607054092 9:8.237598979441831 10:7.32533586365731 11:-2.9101740768473365 12:-5.411429462232474 
1:-85.5477968017914 2:3.556482990721518 3:-17.108906883666336 4:-1.9406407919410937 5:10.965817764642162 6:7.471737801334466 7:-7.041986876715643 8:-10.067847914401666 9:2.957598868274878 10:5.61626365155017 11:-5.119686167153389 12:-6.710287353705187 
1:-84.15530229105315 2:7.873985732359292 3:-16.898152275707474 4:-3.3186834396686073 5:7.131298770078799 6:8.930227061427386 7:-5.15172603851257 8:-6.240435559381902 9:8.539846416724584 10:7.573761651267364 11:-1.4848462505552689 12:-5.03557904458715 
1:-89.47586176514929 2:6.551981131445943 3:-17.41419673953295 4:-2.676608728988346 5:6.667253659743407 6:5.042685491729915 7:-4.047271905018384 8:-5.748872461353614 9:5.5808369664757205 10:6.0463579534196334 11:-1.2356681630922486 12:-4.857797954129725 
1:-90.38224251495414 2:8.549645564255606 3:-15.377172765106543 4:-3.2237790112581415 5:4.791593872001715 6:5.946996754016504 7:-3.865269527999229 8:-8.206081284636007 9:4.62060634022427 10:4.630005181627885 11:-0.26048565422569814 12:-4.147548959463939 
1:-92.54587078120358 2:10.370581635220471 3:-12.811981024245458 4:-2.9053795074910957 5:6.324034148486872 6:6.1535303594590935 7:-3.562888981140584 8:-9.025361090198556 9:0.9194159261785853 10:2.2435838167336724 11:1.7732059727623124 12:-3.8513675931201075 
1:-90.05775216583869 2:9.821161143176305 3:-15.828343251186327 4:-4.248545850097173 5:4.470446786565225 6:5.4152851404551425 7:-3.6359699478343384 8:-4.859835616367094 9:6.198079869699896 10:2.401483086274468 11:-0.8368238264825072 12:-2.2897155725105547 
1:-99.46601721345972 2:4.156366046839958 3:-16.839468418345852 4:-3.9077930235055947 5:4.2045257936028975 6:5.784945201177697 7:-2.078228702921845 8:-2.8462600375135123 9:7.231274701221062 10:5.311618465632699 11:0.40023991805220005 12:-0.8166029433407669 
1:-103.08265790298859 2:3.1737862308814853 3:-13.204899782202501 4:-2.3731454505733964 5:5.336728771212129 6:5.069754459167765 7:-5.117534035757005 8:-3.355256507299704 9:6.90909616446544 10:3.5750019986339163 11:-0.756573514607493 12:-0.4936245803950725 
1:-102.41190360219684 2:6.254948437914312 3:-11.329726039451957 4:-4.803709008455057 5:3.7377996551510164 6:8.07064959003918 7:-2.6668358405947084 8:-5.549626331108303 9:7.384095813747141 10:3.8983140337582673 11:-2.8712153732235164 12:-3.9955547681109542 
1:-99.6848587663849 2:5.948341087274413 3:-11.95857737680068 4:-3.0264707625194553 5:2.4073907484924177 6:5.958859707555218 7:-4.411585156882989 8:-4.753927831451424 9:5.94166081891389 10:5.576477863845033 11:-1.2062212692212526 12:-5.905102247251175 
1:-95.10460014633463 2:7.988762285038118 3:-14.30136299951758 4:-2.3227061705223684 5:6.01548944304732 6:4.468464899574223 7:-4.63817517997611 8:-3.791914314043232 9:6.120823282538304 10:0.05199783509539779 11:-0.6442966946771933 12:-4.2405250343150485 
1:-92.43375085237784 2:3.961755186781215 3:-10.830293939872202 4:-2.929797928123203 5:6.3738232064052935 6:8.008933110104312 7:-4.668065944609962 8:-3.468014115978236 9:3.1244356161076805 10:2.2144409811240546 11:-0.5870134752506044 12:-3.176657355979843 
1:-102.04663152666403 2:3.122684890109051 3:-11.416676042656535 4:-1.1353275985477063 5:4.723974692196032 6:2.49376221146464 7:-7.756731568280483 8:-6.2075819075684135 9:2.2989390619598025 10:-0.08707911155970782 11:-1.9984963573739838 12:-3.79110810776307 
1:-101.05786022717135 2:3.160752035964471 3:-11.857205618161593 4:-0.21333459345892525 5:2.4896734941050864 6:3.8426543491956804 7:-3.9573159571533245 8:-3.6637115988576854 9:5.571231159416916 10:1.3544088622647101 11:-2.3145095853036146 12:-6.150538301356118 
1:-100.53263538832528 2:2.9356105898493836 3:-15.73221399568847 4:-2.0432776390086858 5:4.283998182406561 6:3.4993064020368263 7:-2.6207747475371703 8:-6.202300607452301 9:1.7088392089790116 10:4.255710272112259 11:1.0231558849485642 12:-2.0140569271165414 
1:-99.97336316618029 2:6.15350691450466 3:-13.378931449399436 4:-2.880121243567701 5:5.345589227468076 6:5.551425954595535 7:-3.771455026166418 8:-1.0937708418716179 9:5.715376323947702 10:1.200983262639633 11:-0.7331391874223119 12:-2.9334422450698083 
1:-98.59996270496327 2:7.126256660060556 3:-11.825768137446076 4:-2.106808071038923 5:2.58818669969411 6:1.5948289285676425 7:-6.636785345297598 8:-3.1870055956734658 9:4.151109481911462 10:0.17306871429834203 11:-2.181956641857723 12:-3.7016175632495756 
1:-100.51315447760912 2:5.8216625524804995 3:-12.11077143552173 4:-0.1733671188692263 5:4.553485951787097 6:3.16897107686888 7:-3.4973748388052672 8:-3.9915405067848426 9:2.885711653658841 10:-0.1859026256657721 11:-2.495464626731321 12:-4.130311070324122 
1:-103.66559174059903 2:2.5121220099418466 3:-10.705378224441857 4:-0.6653798846448975 5:3.6283676378403777 6:3.8100732882248916 7:-3.8686939285341158 8:-3.0183463365433574 9:7.733162005510138 10:3.7699844901641315 11:-1.1488343049855039 12:-3.0328440996651485 
1:-99.91208738434929 2:3.236136872661314 3:-13.13015284031092 4:-1.9417629955852593 5:3.4733454168802758 6:4.175982689897086 7:-2.8741078918687353 8:-2.0221512279749136 9:6.139248823743021 10:5.298327704275401 11:1.7581233630958115 12:-0.7677268010986982 
1:-100.53632868290318 2:5.496853326631517 3:-12.638156714626417 4:-0.7442960889025487 5:3.744060534359913 6:1.7266581802746739 7:-5.504233294315485 8:-5.415365426518906 9:3.0696800890465346 10:2.3395681259280376 11:1.1861332934771776 12:-2.388251092130469 
1:-96.17566250091731 2:8.052124257469035 3:-12.615626750111202 4:0.008239064549737662 5:1.8260359317821635 6:3.1992977395462256 7:-3.1779426415737135 8:-1.991145618039786 9:4.1354049874330565 10:4.796563739815375 11:-2.2993841451608494 12:-4.6082623090968875 
1:-95.7839706273642 2:8.69946900495641 3:-10.362516893416242 4:1.0350528641787058 5:3.366181391235118 6:2.1225426827978033 7:-1.2594530287768761 8:-1.4910244628164762 9:4.312798412613064 10:2.0578736005838554 11:-1.6170029826483185 12:-2.4174249211634673 
1:-100.26417595548138 2:3.2674307747846703 3:-12.078848104859564 4:3.0303717509463115 5:3.216283068170549 6:3.4539901189148545 7:0.17433333832793485 8:-2.990539975184957 9:4.817805510976225 10:4.000868274362531 11:1.7351397484540425 12:-1.820797758280885 
1:-104.46470968802532 2:2.1223434685240377 3:-12.342805516752898 4:1.2929481930765685 5:4.827569939178261 6:2.023356584911637 7:-2.231050967916753 8:-3.638086981166385 9:4.601581791020628 10:2.2665489375749996 11:-0.17624694490521886 12:-2.2476072410648142 
1:-101.74147543543873 2:3.0077544715809883 3:-10.884892662687808 4:1.3787252332765352 5:5.210118946871303 6:3.796178019449209 7:-1.5756531511793312 8:0.46587433173041193 9:7.1252647304006915 10:2.0825329928016845 11:0.9089474277843217 12:-1.9662162057343444 
1:-98.88567361686138 2:4.763532315842535 3:-12.191428833095244 4:4.223774546752292 5:4.320062167755922 6:1.5022234613686063 7:-4.239933886220314 8:-2.4193033967879733 9:6.792653245104524 10:1.9308937065023106 11:-1.480036499581567 12:-2.829567678761511 
1:-98.99283027711638 2:6.673335493008846 3:-14.132973217361346 4:0.240831396295472 5:3.769382044192305 6:3.294467800624609 7:-4.537933646629482 8:-0.6383461058303634 9:8.180737725207967 10:3.3260921928415734 11:0.7824123253591799 12:-1.9541521607197594 
1:-96.66722857538497 2:6.7971977125957395 3:-13.390395573766497 4:-0.6169483630577912 5:2.2851646469623277 6:2.7390262309141447 7:-1.4922199257451756 8:-4.692606198832779 9:5.468165421567358 10:0.8643369896195927 11:0.5764066748737506 12:-4.806804089326353 
1:-99.86153648194832 2:5.15503382430906 3:-12.378342665064782 4:-2.0541277939002356 5:-0.9476841659625967 6:6.092043413301207 7:1.2814986904046841 8:-1.8534170787124054 9:8.050012280006236 10:3.766572570381561 11:0.8423779543795074 12:-5.888046324060829 
1:-98.02266702702738 2:4.6510924960036535 3:-14.999724960671632 4:-2.159127991425005 5:3.60691386004474 6:3.6592987144594096 7:-1.6894231287421588 8:-3.0886173318236856 9:5.089156679897133 10:3.2078585264867012 11:-1.0880284843302621 12:-5.388840451680812 
1:-96.5584507975024 2:4.472579211837155 3:-11.139794888891778 4:1.4403579656361938 5:0.8840808411262895 6:1.5591265482877312 7:-0.6426805067396981 8:-3.0131480896570975 9:7.315068353242166 10:6.8334270985094365 11:0.19341746175792185 12:-4.278095593249733 
1:-98.29883622949944 2:4.7314459536495725 3:-11.096798669328845 4:-0.9615261818950804 5:1.734934271879851 6:1.1696344685124607 7:-4.277897755155797 8:-4.430988787258194 9:6.454804512388378 10:4.060669899590184 11:-0.2741777175239295 12:-4.929480670983288 
1:-94.53764287780292 2:5.681313284249251 3:-13.021272706333725 4:1.0472627895241668 5:3.273874312879258 6:1.9794332702010733 7:-2.8761134135662494 8:-3.543893395820536 9:4.1095218408846215 10:0.18514972656356887 11:-0.14188246947572614 12:-2.5940840962973546 
1:-94.4873177501768 2:8.34281426688799 3:-14.12703948572997 4:-0.12284078037314128 5:1.4544368205058325 6:2.716525590020774 7:-5.467275014763498 8:-3.9064702876305244 9:5.043096916619399 10:0.898891710486962 11:-3.0077530185610057 12:-5.8402355512613555 
1:-102.00277991937324 2:3.6627472015814364 3:-14.723072859908719 4:-1.5887212747622295 5:0.5569131864235475 6:5.271462562907242 7:-1.589345453365203 8:-2.6837953343808456 9:9.726399387270263 10:5.395606795354775 11:1.7057897652754415 12:-0.9463769252269398 
1:-98.10711255889737 2:5.268583401018519 3:-11.167351166845325 4:-1.3502974574160937 5:2.472152801230373 6:3.729160881901374 7:-2.989441922941549 8:-1.82880219986379 9:5.732493288427261 10:2.8498092166130347 11:-1.8698318450901643 12:-3.099168649844383 
1:-98.49030724166758 2:10.299058389357196 3:-10.220570834844608 4:-3.1538573081648904 5:0.8133391495308198 6:1.96582498431395 7:-5.972083349334405 8:-4.166942410822614 9:4.582606013929057 10:5.1341469839667955 11:0.14948819959625492 12:-5.606810952274506 
1:-101.37201113452106 2:7.562490393720939 3:-9.59737612223907 4:-0.18690623215052327 5:0.8685866137358431 6:0.870412801125815 7:-3.4900442089251458 8:-2.1431059859666934 9:5.738920648612453 10:1.5272011274706045 11:-2.2490257423775137 12:-1.1564252521438294 
1:-96.40874311583873 2:5.445542716726734 3:-13.132710626139474 4:-1.2506375658477786 5:1.4272035392874272 6:0.8727836966079536 7:-6.883559112388346 8:-3.525219276740304 9:10.032872480757696 10:4.706343955074416 11:-0.6151786893866373 12:-3.133330037697629 
1:-100.78994814902182 2:2.2819586999771015 3:-13.188455673686255 4:-1.5318680032393504 5:2.6309526753829324 6:2.072467463439044 7:-3.1783395913565444 8:-0.25624959079043297 9:10.153258625917305 10:6.946078118066301 11:0.07251672732591219 12:-2.73078438607009 
1:-96.5505473908951 2:8.883018910207753 3:-10.389066042380541 4:-0.5137507337211353 5:2.416381453494499 6:1.70920557951171 7:-4.902539965597963 8:-1.4949687548255524 9:7.61664560822289 10:3.1426560520035984 11:-1.6419196630037955 12:-2.4398628511171525 
1:-98.51112420169838 2:4.765144696462096 3:-11.826210851538166 4:-2.176719553857308 5:1.3317870720062333 6:2.365203142769108 7:-2.2832115650615874 8:-1.768085853412284 9:7.684708225832853 10:6.077486455437198 11:1.0935547598256292 12:-1.4801904491813476 
1:-100.62490816244635 2:4.109902098840456 3:-11.08493185354104 4:-1.0342086516431492 5:0.8882827258200692 6:-0.1952079620986389 7:-5.257255751647266 8:-2.4333915668872685 9:6.7079738188973845 10:3.1967302564653868 11:1.3798438302651803 12:-3.7931678528182227 
1:-100.57448966651734 2:3.1901055181615954 3:-11.102784523066768 4:3.545652757228296 5:4.571185040425863 6:1.6726144007701227 7:-3.5011005778102646 8:-2.1256508935510947 9:5.711749551381722 10:2.1629666222808472 11:-0.943535521007389 12:-1.650239136863688 
1:-97.57844716603444 2:2.3089084258465316 3:-10.859127382647117 4:1.0569982302089866 5:7.421126726790691 6:4.559141021539192 7:-3.6728134232522267 8:-2.680963369365264 9:6.53278121990893 10:2.233729469185201 11:-3.0510762527363227 12:-3.0154358495987914 
1:-100.85555170973015 2:3.5810153674751994 3:-13.728977775430204 4:0.20845368626392302 5:4.637003306808449 6:3.266181747931961 7:-3.899755958334121 8:-3.370600825299507 9:6.262076588610203 10:2.174948406601936 11:-0.03570154075467746 12:-2.024718462975469 
1:-96.26962922799856 2:4.5506814364718435 3:-10.696953796454983 4:-0.7761974690293019 5:5.3675103754126905 6:1.1841038536345372 7:-7.393019790166123 8:-2.3905084876350853 9:5.969335071867336 10:3.424026351906896 11:-0.7825562304315143 12:-2.0503404695095666 
1:-97.05302226956607 2:6.976788058098875 3:-11.365852856006029 4:0.1967033612654494 5:4.6843145029446305 6:3.6471292106663857 7:-4.203672231192508 8:-3.093138960530107 9:5.474546513200281 10:3.526308816989284 11:1.050919681420166 12:-1.9335464949814103 
1:-101.91507549013774 2:3.8094128785384953 3:-12.688421668277567 4:-0.1720915716357867 5:4.058231652265204 6:1.0821185604376002 7:-6.6726795444100615 8:-6.430283900896264 9:1.8148224432448186 10:-0.5550115073985658 11:-2.7375581926035 12:-1.325294772692183 
1:-98.2795098782926 2:6.267250586607131 3:-10.690795540623057 4:1.0171563002008286 5:5.98043578614435 6:4.847678234829395 7:-3.480026224675588 8:-5.0036531658236045 9:5.2666068632934255 10:1.649205493350545 11:-1.9665728272564231 12:-3.282074130627369 
1:-98.84001306152354 2:6.901973529400516 3:-12.607813563551803 4:-1.9260934760023116 5:5.464056057604263 6:2.291109284449021 7:-4.275971941950745 8:-5.432084327991813 9:2.033369584034952 10:0.23773240087776282 11:-1.6298505192020203 12:-2.861794055491583 
1:-100.01453190425772 2:9.446732283093919 3:-6.1375982892014616 4:1.5236160005135528 5:1.0492678384393228 6:3.569056897714452 7:-3.8497761147925127 8:-4.688762698569794 9:5.741102760146635 10:1.2312455187943092 11:-0.6305054703881137 12:-0.4031831847136811 
1:-103.0680389293784 2:5.6818694640693606 3:-6.850497146599577 4:2.19022143777413 5:4.8198620133974135 6:2.188007629350673 7:-8.317269418121786 8:-5.191978209200895 9:8.558927232796227 10:4.021672674226556 11:2.6378328396894157 12:-2.3749131169780613 
1:-96.12032568070289 2:3.1902627080516455 3:-14.458347967286834 4:-1.894559145247412 5:0.7236659192204606 6:2.71610866207465 7:-1.1073849141402574 8:-1.8192884623610976 9:4.91012371710306 10:2.45209053368049 11:-0.9225958395739666 12:-2.534893921665634 
1:-101.4736308416165 2:4.428928503251565 3:-11.548390258019172 4:-0.12098807267763068 5:1.1293699448688557 6:2.911295278560637 7:-2.5548881461399673 8:-3.458954196946878 9:3.4314360352385296 10:2.9755960048660355 11:-1.6254648017877447 12:-2.3303528411760945 
1:-101.95206081164254 2:6.7389473623036285 3:-11.619936243336701 4:2.5368868969277507 5:4.52700471218901 6:1.377563850798737 7:-6.578999892917223 8:-4.951898516495944 9:1.9082103451807866 10:0.36070116517055295 11:-1.0477278015665572 12:-3.4832432054399707 
1:-104.52768942876047 2:2.826596459330861 3:-9.888725367337877 4:-0.07533624414363693 5:1.523152614750142 6:5.582793555482364 7:-3.3959985533380768 8:-2.7734892551330192 9:3.591421997702129 10:1.6541966945727666 11:0.7296818822233044 12:-3.9238177579924236 
1:-104.99903111200872 2:4.11628368844271 3:-7.7816099401432615 4:1.753417981332154 5:6.4795906557640395 6:7.108529825321204 7:0.5380997687503295 8:-4.2222248915960705 9:1.1977111443443595 10:0.5832174471815477 11:-0.815487172969382 12:-3.075536624186328 
1:-98.28643716226095 2:5.97854064102347 3:-9.208876923940016 4:2.4215176450735525 5:3.9773062179162153 6:-0.055289309178217394 7:-6.939656627078239 8:-4.464147095411898 9:2.814872675799438 10:-1.1026587280559026 11:-1.519943877714306 12:-2.998749816229767 
1:-102.99398107012492 2:4.506130692285312 3:-10.075690358805787 4:1.8898574501651506 5:2.8290104052745155 6:2.3746143070354107 7:-1.9319117055417232 8:-2.08237278972378 9:5.833265022180591 10:0.3709476758982557 11:1.0940521637644873 12:2.174172763558009 
1:-91.21400235451867 2:5.344902771433182 3:-5.488055063901498 4:2.258805871551293 5:5.251175698170513 6:0.32258860532311706 7:-1.2738867609103526 8:-1.1888853791610616 9:4.423768821577596 10:3.1424799762403133 11:0.44673770520800726 12:-0.5565148460601352 
1:-97.59860831886662 2:6.260283802557245 3:-9.771560576412975 4:2.9946723752679403 5:2.039036821601079 6:2.1012591276079653 7:-2.1584067298746876 8:-0.497231102041785 9:2.993700431442697 10:1.6148475731610152 11:-0.17812272285193176 12:-1.5553170377033743 
1:-100.66861487980329 2:6.07028320215476 3:-8.646379834949693 4:2.950739811127142 5:3.2422708742282556 6:4.431082854448846 7:0.3927812217707256 8:-0.9771659328499385 9:5.379032257701911 10:2.017801567117306 11:-0.4561853420011963 12:-2.110838666250935 
1:-99.90261084464666 2:5.8673944914520515 3:-6.156951980088909 4:4.568385941617784 5:2.6076931305429705 6:1.5705244850022804 7:-2.7794471932531657 8:-4.025667595204005 9:3.192956334589787 10:1.8622740567959746 11:-0.23675189761608495 12:-2.3014032003345446 
1:-96.7349471858367 2:2.2373055440147236 3:-9.882552435682406 4:-2.425070337523313 5:5.462731398433176 6:1.29229320191622 7:-2.8371836739281715 8:1.6762647164313673 9:8.299288258655823 10:1.9265173123743269 11:-1.7698894027600203 12:-3.092343455977962 
1:-99.5104650807222 2:6.326581360697232 3:-7.90174929932078 4:1.439427886231274 5:1.9557389748661018 6:0.922962831373777 7:-3.1738200936428798 8:-3.117544029437013 9:4.424092975759564 10:2.0675569951149466 11:1.492429294860711 12:-0.7617922003461235 
1:-105.09921141418693 2:4.0879645231097035 3:-11.66487067696406 4:-1.0269260868347008 5:1.1813657335863539 6:0.5739076404648675 7:-4.123121775670821 8:-5.34988623348527 9:3.4511407269136876 10:2.0707333084870507 11:-0.6203265597875549 12:-0.8415505719474226 
1:-103.69797929820037 2:6.469279627275572 3:-11.34833780329335 4:0.7061182765992 5:3.4130580849418664 6:-0.5442108887462078 7:-7.071994969374746 8:-6.959405912955553 9:4.871456455443723 10:3.842840476925956 11:0.844056959739079 12:-1.1391974888084113 
1:-100.49068415735721 2:6.1989384481762695 3:-9.29785435780683 4:-2.4243929145820227 5:1.4857944924246107 6:-0.26755167061925 7:-3.9268984781353824 8:-3.5977853124088055 9:4.135560762719911 10:3.6427896966410573 11:1.029525722052632 12:0.2523209707469043 
1:-103.6938450756962 2:1.732739299834388 3:-11.931292440275998 4:2.3661213277390654 5:2.789677228211109 6:5.4432084455081675 7:-2.451398650072196 8:-2.252992089363624 9:5.388581554354713 10:4.1184566167810726 11:0.6096257453997191 12:0.019114909534754698 
1:-96.27741444739944 2:6.198310655634996 3:-6.972860337844568 4:3.8401713140219647 5:5.980908408006238 6:2.973907377036098 7:-3.004961267444529 8:-1.932151899186818 9:5.178073092126516 10:1.078864831923318 11:0.23815416886686247 12:-2.565934480606768 
1:-96.5938332824104 2:11.637906376980723 3:-8.131953771479356 4:3.805683424659116 5:1.6625781478025274 6:2.3724649352219096 7:0.1830382566937203 8:-3.099153672534843 9:2.922370598885517 10:-0.5935962029928303 11:0.9086317226887606 12:-1.818219375371533 
1:-102.24427785533241 2:6.365988073399731 3:-9.989339855607012 4:-1.8181897150282937 5:1.6745824925024637 6:5.117507772482616 7:-0.6590288147727121 8:-3.15154917192374 9:2.580510553942484 10:0.24127366697764296 11:0.5560642648038874 12:-1.0252428789368166 
1:-102.18855560884938 2:3.5882801788153262 3:-10.484748636931462 4:0.7094183035298105 5:1.1220326873240327 6:1.0622350442194253 7:0.34159848608313537 8:-1.5444858806271426 9:7.901218280881126 10:6.188296299873011 11:4.48402226132299 12:-1.4838879492756543 
